Fecha;Lat;Lon
2019-02-26 11:04:00;43.25167;-9.26583
2019-02-26 11:21:00;43.253;-9.26667
2019-02-26 11:36:00;43.25517;-9.2665
2019-02-26 11:51:00;43.25767;-9.26617
2019-02-26 12:06:00;43.26033;-9.2645
2019-02-26 12:21:00;43.263;-9.2625
2019-02-26 12:36:00;43.26567;-9.26033
2019-02-26 12:51:00;43.26867;-9.258
2019-02-26 13:06:00;43.27167;-9.2555
2019-02-26 13:22:00;43.2745;-9.25317
2019-02-26 13:37:00;43.27733;-9.251
2019-02-26 13:52:00;43.28017;-9.2485
2019-02-26 14:07:00;43.282;-9.245
2019-02-26 14:22:00;43.28417;-9.24167
2019-02-26 14:39:00;43.286;-9.23817
2019-02-26 14:54:00;43.28733;-9.2345
2019-02-26 15:09:00;43.28883;-9.23083
2019-02-26 15:24:00;43.2905;-9.227
2019-02-26 15:39:00;43.292;-9.2225
2019-02-26 15:54:00;43.29333;-9.21767
2019-02-26 16:09:00;43.2945;-9.2125
2019-02-26 16:25:00;43.29533;-9.2075
2019-02-26 16:40:00;43.29617;-9.20217
2019-02-26 16:55:00;43.29667;-9.19683
2019-02-26 17:10:00;43.297;-9.19167
2019-02-26 17:11:00;43.297;-9.19167
2019-02-26 17:26:00;43.297;-9.18617
2019-02-26 17:41:00;43.297;-9.18133
2019-02-26 17:56:00;43.29667;-9.177
2019-02-26 18:11:00;43.2965;-9.1735
2019-02-26 18:26:00;43.29583;-9.171
2019-02-26 18:42:00;43.29533;-9.16883
2019-02-26 18:57:00;43.295;-9.16683
2019-02-26 19:12:00;43.29467;-9.16483
2019-02-26 19:27:00;43.29433;-9.163
2019-02-26 19:42:00;43.2945;-9.16117
2019-02-26 19:57:00;43.29467;-9.15933
2019-02-26 20:12:00;43.295;-9.1575
2019-02-26 20:27:00;43.29583;-9.1555
2019-02-26 20:42:00;43.2965;-9.15383
2019-02-26 20:58:00;43.29767;-9.15217
2019-02-26 21:13:00;43.29917;-9.1495
2019-02-26 21:28:00;43.30067;-9.14683
2019-02-26 21:43:00;43.302;-9.1445
2019-02-26 21:58:00;43.303;-9.14317
2019-02-26 22:13:00;43.30367;-9.14267
2019-02-26 22:29:00;43.3045;-9.14233
2019-02-26 22:44:00;43.30533;-9.142
2019-02-26 22:59:00;43.30633;-9.14167
2019-02-26 23:14:00;43.30733;-9.14133
2019-02-26 23:29:00;43.30833;-9.141
2019-02-26 23:44:00;43.30933;-9.141
2019-02-26 23:59:00;43.31033;-9.142
2019-02-27 0:15:00;43.31133;-9.14333
2019-02-27 0:30:00;43.3125;-9.14433
2019-02-27 0:45:00;43.31333;-9.14567
2019-02-27 1:00:00;43.31433;-9.14683
2019-02-27 1:15:00;43.3155;-9.1475
2019-02-27 1:30:00;43.31667;-9.148
2019-02-27 1:21:00;43.31783;-9.14867
2019-02-27 2:01:00;43.31933;-9.14867
2019-02-27 2:17:00;43.32067;-9.14833
2019-02-27 2:32:00;43.32233;-9.148
2019-02-27 2:47:00;43.324;-9.14767
2019-02-27 3:02:00;43.32567;-9.148
2019-02-27 3:17:00;43.32733;-9.14817
2019-02-27 3:32:00;43.329;-9.1485
2019-02-27 3:47:00;43.33083;-9.14917
2019-02-27 4:03:00;43.333;-9.14933
2019-02-27 4:18:00;43.3355;-9.14933
2019-02-27 4:33:00;43.33833;-9.149
2019-02-27 4:48:00;43.3415;-9.14883
2019-02-27 5:03:00;43.34467;-9.14883
2019-02-27 5:20:00;43.34767;-9.148
2019-02-27 5:35:00;43.35117;-9.14617
2019-02-27 5:50:00;43.35433;-9.144
2019-02-27 6:05:00;43.35767;-9.14167
2019-02-27 6:20:00;43.361;-9.13933
2019-02-27 6:35:00;43.3635;-9.13717
2019-02-27 6:51:00;43.36617;-9.1355
2019-02-27 7:07:00;43.36867;-9.13383
2019-02-27 7:22:00;43.37117;-9.13217
2019-02-27 7:37:00;43.37367;-9.1305
2019-02-27 7:53:00;43.37583;-9.1285
2019-02-27 8:08:00;43.378;-9.1265
2019-02-27 8:24:00;43.38017;-9.12467
2019-02-27 8:39:00;43.3825;-9.12317
2019-02-27 8:54:00;43.38483;-9.1215
2019-02-27 9:09:00;43.38767;-9.11983
2019-02-27 9:24:00;43.39033;-9.117
2019-02-27 9:40:00;43.39283;-9.114
2019-02-27 9:55:00;43.39517;-9.11083
2019-02-27 10:10:00;43.398;-9.10833
2019-02-27 10:25:00;43.401;-9.10633
2019-02-27 10:40:00;43.404;-9.10417
2019-02-27 10:55:00;43.40683;-9.10217
2019-02-27 11:10:00;43.4095;-9.10017
2019-02-27 11:25:00;43.41183;-9.09817
2019-02-27 11:41:00;43.414;-9.0955
2019-02-27 11:56:00;43.41617;-9.09233
2019-02-27 12:11:00;43.41817;-9.089
2019-02-27 12:26:00;43.42017;-9.08583
2019-02-27 12:42:00;43.422;-9.08267
2019-02-27 12:57:00;43.42333;-9.07933
2019-02-27 13:12:00;43.4245;-9.07633
2019-02-27 13:27:00;43.42567;-9.07333
2019-02-27 13:42:00;43.42683;-9.0705
2019-02-27 13:57:00;43.42833;-9.06767
2019-02-27 14:12:00;43.42983;-9.06467
2019-02-27 14:27:00;43.4315;-9.06183
2019-02-27 14:42:00;43.43283;-9.05883
2019-02-27 14:58:00;43.43433;-9.056
2019-02-27 15:13:00;43.4355;-9.05367
2019-02-27 15:28:00;43.43667;-9.05133
2019-02-27 15:43:00;43.438;-9.04917
2019-02-27 15:58:00;43.43917;-9.04633
2019-02-27 16:13:00;43.4405;-9.04383
2019-02-27 16:29:00;43.44167;-9.04117
2019-02-27 16:44:00;43.44267;-9.03867
2019-02-27 16:59:00;43.44383;-9.03617
2019-02-27 17:14:00;43.44517;-9.03383
2019-02-27 17:29:00;43.44617;-9.031
2019-02-27 17:45:00;43.44817;-9.02867
2019-02-27 18:00:00;43.44967;-9.026
2019-02-27 18:15:00;43.45117;-9.02333
2019-02-27 18:30:00;43.45267;-9.0205
2019-02-27 18:45:00;43.45433;-9.01733
2019-02-27 19:01:00;43.45567;-9.01417
2019-02-27 19:16:00;43.45733;-9.01117
2019-02-27 19:34:00;43.45933;-9.0075
2019-02-27 19:50:00;43.46133;-9.005
2019-02-27 20:05:00;43.4635;-9.00233
2019-02-27 20:20:00;43.4655;-8.99983
2019-02-27 20:35:00;43.46767;-8.99733
2019-02-27 20:50:00;43.4695;-8.995
2019-02-27 21:06:00;43.47167;-8.99267
2019-02-27 21:21:00;43.47383;-8.99067
2019-02-27 21:36:00;43.476;-8.98833
2019-02-27 21:51:00;43.4785;-8.98633
2019-02-27 22:06:00;43.48117;-8.98433
2019-02-27 22:21:00;43.48383;-8.98283
2019-02-27 22:37:00;43.48717;-8.98183
2019-02-27 22:52:00;43.49033;-8.9805
2019-02-27 23:07:00;43.49383;-8.97933
2019-02-27 23:22:00;43.49733;-8.978
2019-02-27 23:37:00;43.50067;-8.97617
2019-02-27 23:52:00;43.5035;-8.974
2019-02-28 0:08:00;43.50633;-8.9715
2019-02-28 0:23:00;43.50883;-8.96883
2019-02-28 0:38:00;43.51117;-8.96567
2019-02-28 0:53:00;43.51283;-8.963
2019-02-28 1:08:00;43.51383;-8.96017
2019-02-28 1:24:00;43.51517;-8.9575
2019-02-28 1:40:00;43.51683;-8.95467
2019-02-28 1:55:00;43.51833;-8.95233
2019-02-28 2:10:00;43.51967;-8.95
2019-02-28 2:25:00;43.5215;-8.94783
2019-02-28 2:40:00;43.52317;-8.9455
2019-02-28 2:55:00;43.52483;-8.9435
2019-02-28 3:10:00;43.52717;-8.94133
2019-02-28 3:25:00;43.52917;-8.93917
2019-02-28 3:41:00;43.53117;-8.93733
2019-02-28 3:56:00;43.53333;-8.93533
2019-02-28 4:11:00;43.5355;-8.93333
2019-02-28 4:26:00;43.53767;-8.9315
2019-02-28 4:41:00;43.5395;-8.92967
2019-02-28 4:56:00;43.5415;-8.92783
2019-02-28 5:11:00;43.54367;-8.92583
2019-02-28 5:27:00;43.54567;-8.9235
2019-02-28 5:42:00;43.54767;-8.92117
2019-02-28 5:57:00;43.54933;-8.91883
2019-02-28 6:12:00;43.55083;-8.916
2019-02-28 6:27:00;43.55233;-8.91317
2019-02-28 6:43:00;43.55367;-8.91
2019-02-28 6:58:00;43.55517;-8.907
2019-02-28 7:13:00;43.55667;-8.904
2019-02-28 7:28:00;43.55833;-8.90083
2019-02-28 7:43:00;43.56;-8.89767
2019-02-28 7:58:00;43.56183;-8.89467
2019-02-28 8:13:00;43.56383;-8.8915
2019-02-28 8:28:00;43.56583;-8.88833
2019-02-28 8:43:00;43.56767;-8.885
2019-02-28 8:59:00;43.57;-8.88183
2019-02-28 9:14:00;43.57217;-8.8785
